id,sentence_raw,sentence_clean,e1,e2,relation_full,relation_type,relation_direction,comment
6368,Gazan <e1>police</e1> have rebuilt at least one of their stations out of <e2>mud</e2> and residents throughout the territory have used mud to build simple homes.,Gazan police have rebuilt at least one of their stations out of mud and residents throughout the territory have used mud to build simple homes.,police,mud,"Instrument-Agency(e2,e1)",Instrument-Agency,"e2,e1",
6369,This <e1>money</e1> was in a <e2>trunk box</e2> as a family treasure and was deposited as Consignment to avoid much demurrage from the Security Company.,This money was in a trunk box as a family treasure and was deposited as Consignment to avoid much demurrage from the Security Company.,money,trunk box,"Content-Container(e1,e2)",Content-Container,"e1,e2",prototypical example
6370,The Hip Hop National <e1>interschool</e1> is rescheduled to the 1st <e2>week</e2> of July.,The Hip Hop National interschool is rescheduled to the 1st week of July.,interschool,week,Other,Other,none,
6371,"Instead of plowing the land with a single furrow plow, some large-scale <e1>farmers</e1> began to use a multiple share or bukker <e2>plow</e2>.","Instead of plowing the land with a single furrow plow, some large-scale farmers began to use a multiple share or bukker plow.",farmers,plow,"Instrument-Agency(e2,e1)",Instrument-Agency,"e2,e1",
6372,I pulled the bags over the <e1>rim</e1> of the <e2>bucket</e2> and pulled the cord to tighten it.,I pulled the bags over the rim of the bucket and pulled the cord to tighten it.,rim,bucket,"Component-Whole(e1,e2)",Component-Whole,"e1,e2",
6373,A talon is the <e1>claw</e1> of a<e2>bird</e2> of prey.,A talon is the claw of abird of prey.,claw,bird,"Component-Whole(e1,e2)",Component-Whole,"e1,e2",
6374,"Davies, the <e1>writer</e1> behind award-winning BBC <e2>adaptations</e2> of Bleak House, Little Dorrit and Pride and Prejudice, blamed what he called a ""new breed"" of BBC executives.","Davies, the writer behind award-winning BBC adaptations of Bleak House, Little Dorrit and Pride and Prejudice, blamed what he called a ""new breed"" of BBC executives.",writer,adaptations,Other,Other,none,
6375,In February of 1885 the <e1>news</e1> reached the city by <e2>telegraph</e2> that Indians and half breeds had massacred a number of white people at Duck Lake.,In February of 1885 the news reached the city by telegraph that Indians and half breeds had massacred a number of white people at Duck Lake.,news,telegraph,Other,Other,none,e1 is not an Agent.
6376,"A <e1>report</e1> by two independent medical <e2>experts</e2> has concluded that the rate of staph infections among NFL players is ""low"".","A report by two independent medical experts has concluded that the rate of staph infections among NFL players is ""low"".",report,experts,"Product-Producer(e1,e2)",Product-Producer,"e1,e2","(a), (d) satisfied"
6377,Some of the following <e1>quotes</e1> come from newspaper article <e2>leads</e2>.,Some of the following quotes come from newspaper article leads.,quotes,leads,"Entity-Origin(e1,e2)",Entity-Origin,"e1,e2",
6378,"At his inauguration in November, he pledged a fresh start after an election marred by fraud and violence, but disappointed many by presenting a <e1>cabinet</e1> of familiar <e2>names</e2>.","At his inauguration in November, he pledged a fresh start after an election marred by fraud and violence, but disappointed many by presenting a cabinet of familiar names.",cabinet,names,Other,Other,none,"Double metonymy, a bit much. People are members of a government, but names are not members of a cabinet of ministers."
6379,The three lionesses and two cubs were electrocuted by a crop protection <e1>fence</e1> put up by a <e2>farmer</e2> near Dhari.,The three lionesses and two cubs were electrocuted by a crop protection fence put up by a farmer near Dhari.,fence,farmer,"Product-Producer(e1,e2)",Product-Producer,"e1,e2",(a) is satisfied
6380,"The adaptive control <e1>literature</e1> focuses primarily on adaptive <e2>stabilization</e2>, adaptive tracking, and model reference adaptive control.","The adaptive control literature focuses primarily on adaptive stabilization, adaptive tracking, and model reference adaptive control.",literature,stabilization,"Message-Topic(e1,e2)",Message-Topic,"e1,e2",
6381,The <e1>exhibition</e1> brings together rare Chinese <e2>ceramics</e2> and paintings.,The exhibition brings together rare Chinese ceramics and paintings.,exhibition,ceramics,"Component-Whole(e2,e1)",Component-Whole,"e2,e1",
6382,An Israeli minister sent <e1>troops</e1> into the <e2>schools</e2> to boost conscription.,An Israeli minister sent troops into the schools to boost conscription.,troops,schools,"Entity-Destination(e1,e2)",Entity-Destination,"e1,e2",
6383,This Southern-style homemade vegetable <e1>beef</e1> <e2>soup</e2> was my very first recipe i ever made.,This Southern-style homemade vegetable beef soup was my very first recipe i ever made.,beef,soup,"Entity-Origin(e2,e1)",Entity-Origin,"e2,e1",
6384,"Following the first definition above, parasites evolved billions of years ago from the beginning when life <e1>form</e1> was evolved from the primordial organic <e2>soup</e2>.","Following the first definition above, parasites evolved billions of years ago from the beginning when life form was evolved from the primordial organic soup.",form,soup,"Entity-Origin(e1,e2)",Entity-Origin,"e1,e2",
6385,<e1>Earthquakes</e1> are caused by the <e2>discharge</e2> of accumulated along geologic faults.,Earthquakes are caused by the discharge of accumulated along geologic faults.,Earthquakes,discharge,"Cause-Effect(e2,e1)",Cause-Effect,"e2,e1",
6386,Most <e1>health</e1> related <e2>data</e2> has been developed by using animal models.,Most health related data has been developed by using animal models.,health,data,"Message-Topic(e2,e1)",Message-Topic,"e2,e1",There is some modality (most).
6387,The <e1>students</e1> labelled the 13 colonies using a <e2>map</e2>.,The students labelled the 13 colonies using a map.,students,map,"Instrument-Agency(e2,e1)",Instrument-Agency,"e2,e1",
6388,The <e1>band</e1> themselves explained the decision with a following <e2>statement</e2> on their official website.,The band themselves explained the decision with a following statement on their official website.,band,statement,"Product-Producer(e2,e1)",Product-Producer,"e2,e1",
6389,The <e1>outdoor unit</e1> is going into <e2>defrost</e2>.,The outdoor unit is going into defrost.,outdoor unit,defrost,Other,Other,none,violates c.3
6390,<e1>Oscillation</e1> of the lever caused by the <e2>swinging</e2> of the pendulum.,Oscillation of the lever caused by the swinging of the pendulum.,Oscillation,swinging,"Cause-Effect(e2,e1)",Cause-Effect,"e2,e1",
6391,"Method according to claim 1, characterized in that the time duration of the quality reduction is limited at least to the duration of the <e1>interference</e1> triggered by the switching <e2>process</e2>.","Method according to claim 1, characterized in that the time duration of the quality reduction is limited at least to the duration of the interference triggered by the switching process.",interference,process,"Cause-Effect(e2,e1)",Cause-Effect,"e2,e1",
6392,The world's largest aid <e1>organisation</e1> founded by a <e2>woman</e2> celebrates 90th anniversary.,The world's largest aid organisation founded by a woman celebrates 90th anniversary.,organisation,woman,"Product-Producer(e1,e2)",Product-Producer,"e1,e2","in an abstract sense the woman is the producer, she is the responsible for the making of the organization"
6393,The <e1>book</e1> was placed into every <e2>store</e2> within the past few days.,The book was placed into every store within the past few days.,book,store,"Entity-Destination(e1,e2)",Entity-Destination,"e1,e2",
6394,"Just as we were sitting down to dinner one night, someone brushed the drapes and a <e1>cloud</e1> of baby <e2>grasshoppers</e2> erupted over the dining room table and into our dinner.","Just as we were sitting down to dinner one night, someone brushed the drapes and a cloud of baby grasshoppers erupted over the dining room table and into our dinner.",cloud,grasshoppers,"Member-Collection(e2,e1)",Member-Collection,"e2,e1",
6395,The <e1>theory</e1> explained low-temperature <e2>superconductivity</e2> almost 50 years after its discovery.,The theory explained low-temperature superconductivity almost 50 years after its discovery.,theory,superconductivity,"Message-Topic(e1,e2)",Message-Topic,"e1,e2",The theory is communicated.
6396,Student <e1>protests</e1> are turning into a Twitter <e2>revolution</e2> in Moldova.,Student protests are turning into a Twitter revolution in Moldova.,protests,revolution,"Cause-Effect(e1,e2)",Cause-Effect,"e1,e2",
6397,Glacial <e1>landscapes</e1> are parts of the <e2>earth</e2> that were covered by glaciers during the last Ice Age.,Glacial landscapes are parts of the earth that were covered by glaciers during the last Ice Age.,landscapes,earth,Other,Other,none,
6398,That <e1>cooperation</e1> has been explicitly described in the <e2>press</e2> in recent days.,That cooperation has been explicitly described in the press in recent days.,cooperation,press,"Message-Topic(e2,e1)",Message-Topic,"e2,e1",
6399,"A favourite amulet for demoniacal possession consists of the <e1>whiskers</e1> of the <e2>tiger</e2> or leopard mixed with nail parings, some sacred root or grass and red lead and hung on the troat or the upper arm.","A favourite amulet for demoniacal possession consists of the whiskers of the tiger or leopard mixed with nail parings, some sacred root or grass and red lead and hung on the troat or the upper arm.",whiskers,tiger,"Component-Whole(e1,e2)",Component-Whole,"e1,e2",
6400,"While Twitter is a powerful social <e1>medium</e1> for spreading <e2>news</e2> and information, some government agencies fear it could also be used by terrorists as a tool for communication.","While Twitter is a powerful social medium for spreading news and information, some government agencies fear it could also be used by terrorists as a tool for communication.",medium,news,Other,Other,none,"Purpose-Tool, so - Other; the modality is outside e1-e2"
6401,The <e1>body</e1> of her nephew was in a <e2>suitcase</e2> under the bed.,The body of her nephew was in a suitcase under the bed.,body,suitcase,"Content-Container(e1,e2)",Content-Container,"e1,e2",prototypical example
6402,"The drama unfolded shortly after 7pm last Tuesday (December 22), when Glyn saw that <e1>smoke</e1> was coming from a <e2>bonfire</e2>.","The drama unfolded shortly after 7pm last Tuesday (December 22), when Glyn saw that smoke was coming from a bonfire.",smoke,bonfire,"Entity-Origin(e1,e2)",Entity-Origin,"e1,e2",
6403,"Prior to the 4004, <e1>engineers</e1> built computers either from collections of <e2>chips</e2> or from discrete components.","Prior to the 4004, engineers built computers either from collections of chips or from discrete components.",engineers,chips,"Instrument-Agency(e2,e1)",Instrument-Agency,"e2,e1","as raw material, pieces, parts."
6404,The effective utilization of a <e1>cluster</e1> of <e2>workstations</e2> for the implementation of a scientific application requires a highly flexible software environment.,The effective utilization of a cluster of workstations for the implementation of a scientific application requires a highly flexible software environment.,cluster,workstations,"Member-Collection(e2,e1)",Member-Collection,"e2,e1",
6405,"A <e1>player</e1> manipulates a <e2>keyboard</e2>, a mouse, or a joystick as a game scene is displayed on a video monitor, or the like.","A player manipulates a keyboard, a mouse, or a joystick as a game scene is displayed on a video monitor, or the like.",player,keyboard,"Instrument-Agency(e2,e1)",Instrument-Agency,"e2,e1",
6406,Tarps Plus has the best <e1>tarps</e1> for <e2>painters</e2> on the market.,Tarps Plus has the best tarps for painters on the market.,tarps,painters,"Instrument-Agency(e1,e2)",Instrument-Agency,"e1,e2",implicit usage.
